Index,gameid&date,TeamIDsDate,Unnamed: 3,gameid,officials_ref,officials_ump,officials_lj,officials_line,officials_bj,officials_fj,officials_sj,officials_cj,officials_alt,homeid,homename,visid,visname,date,location,stadium,start_time,end_time,duration,attend,temp,wind,weather,postseason,leaguegame,neutralgame,nightgame,score_home,record_home,rank_home,penalties_no_home,penalties_yds_home,fumbles_no_home,fumbles_lost_home,rush_att_home,rush_yds_home,rush_gain_home,rush_loss_home,rush_td_home,rush_long_home,pass_comp_home,pass_att_home,pass_int_home,pass_yds_home,pass_td_home,pass_long_home,pass_sacks_home,pass_sackyds_home,score_vis,record_vis,rank_vis,penalties_no_vis,penalties_yds_vis,fumbles_no_vis,fumbles_lost_vis,rush_att_vis,rush_yds_vis,rush_gain_vis,rush_loss_vis,rush_td_vis,rush_long_vis,pass_comp_vis,pass_att_vis,pass_int_vis,pass_yds_vis,pass_td_vis,pass_long_vis,pass_sacks_vis,pass_sackyds_vis,Matchup,MatchupTeam1,MatchupTeam2,HomeWeightedRank,VisitorWeightedRank,MatchupWeightedRank,SEC EAST,SEC West,SEC INTERDIVISIONAL,Matchup_Full_TeamNames,Rank Home - Missing Data List,Rank Vis - Missing Data list,weatherb,Date,GAME,GameID,Visitor Team,Home Team,VisTeamID,HomeTeamID,RATING,VIEWERS,Network
527,11-15-201410UA-MSU,MS@UA11-15-2014,330,10UA-MSU,Matt Moore,Tom Quick,Michael Shirey,John Langlois,Jimmy Russell,Jeff Batts,Chris Jamison,character(0),Ken Williamson,UA,Alabama,MS,Mississippi State,2014-11-15,"Tuscaloosa, Ala.",Bryant-Denny Stadium,2:40 PM,6:12 PM,3:32,101821,51,SSE 6mph,"Clear, sunny",0,Y,0,character(0),25,1-Sep,5,7,61,0,0,32,124,138,14,2,11,19,31,0,211,1,50,1,7,20,1-Sep,1,4,33,0,0,40,138,151,13,0,22,27,48,3,290,2,30,1,4,MS-UA,MS,UA,5,1,6,0,WEST,0,Mississippi State vs Alabama,5,1,0,11/15/14,Miss State @ Alabama,Mississippi State-Alabama11-15-2014,Mississippi State,Alabama,MS,UA,6.4,10268000.0,CBS
529,11-08-2014LS10,UA@LSU11-08-2014,320,LS10,Tom Ritter,Tom Quick,Tim Beard,Johnny Crawford,Dax Hill,Blake Parks,Chuck Russ,character(0),character(0),LSU,LSU,UA,Alabama,2014-11-08,"Baton Rouge, La.",Tiger Stadium,7:12 PM,11:07 PM,3:55,102321,59,NNW 2-4,Cloudy,0,Y,0,Y,13,3-Jul,14,2,20,1,0,56,183,204,21,0,15,8,26,1,76,1,17,2,13,20,1-Aug,4,3,29,1,1,29,106,117,11,0,18,20,46,0,209,2,24,1,9,LSU-UA,LSU,UA,14,4,18,0,WEST,0,LSU vs Alabama,14,4,0,11/8/14,Alabama @ LSU,Alabama-LSU11-08-2014,Alabama,LSU,UA,LSU,5.3,9109000.0,CBS
531,11-08-2014UK110814,UGA@UK11-08-2014,322,UK110814,Matt Loeffler,Brent Sowell,Michael Shirley,Gus Morris III,Tony Josselyn,Bobby Ables,Jesse Dupuy,character(0),Andy Britton,UK,Kentucky,UGA,Georgia,2014-11-08,"Lexington, Ky",Commonwealth,12:01,3:26,3:25,60152,52,18 SSW,Fair,0,Y,0,character(0),31,5-May,character(0),3,25,1,0,47,214,232,18,3,56,16,31,1,139,1,17,3,12,63,2-Jul,character(0),4,33,3,1,39,305,310,5,2,55,18,21,0,254,5,47,0,0,UGA-UK,UGA,UK,50,50,100,EAST,0,0,Georgia vs Kentucky,,17,0,11/8/14,Georgia @ Kentucky,Georgia-Kentucky11-08-2014,Georgia,Kentucky,UGA,UK,1.9,2737136.0,ESPN
533,11-08-2014AU09,TAMU@AU11-08-2014,324,AU09,Matt Moore,Stan Weihe,David Oliver,Gary Jayroe,John Wright,P. Davenport,Chris Conley,character(0),character(0),AU,Auburn,TAMU,Texas A&M,2014-11-08,"Auburn, AL",Jordan-Hare,2:38 PM,6:20,3:42,87451,61,W 3 mph,Parly cloudy,0,Y,0,character(0),38,2-Jul,3,8,65,3,3,59,363,391,28,4,34,15,21,0,219,1,52,2,17,41,3-Jul,character(0),5,47,1,0,35,176,190,14,0,28,19,29,1,277,4,60,1,2,AU-TAMU,AU,TAMU,3,50,53,0,WEST,0,Auburn vs Texas A&M,3,character(0),0,11/8/14,Texas A&M @ Auburn,Texas A&M-Auburn11-08-2014,Texas A&M,Auburn,TAMU,AU,4.4,7206000.0,CBS
535,11-01-2014MS1101,AR@MS11-01-2014,313,MS1101,David Smith,Jeff Roberson,Paul Petrisko,W Randall Kizer,Roy A. Potts,Andy Britton,Mike Williams,character(0),Steve Marlowe,MS,Mississippi State,AR,Arkansas,2014-11-01,"Starkville, Miss.",Davis Wade Stadium,6:21 PM,9:37 PM,3:16,63207,45,NW 5 MPH,Clear skies,0,Y,0,Y,17,Aug-00,1,8,45,1,1,35,128,143,15,1,13,18,27,2,331,1,69,0,0,10,5-Apr,character(0),6,40,0,0,38,163,173,10,1,42,22,44,1,238,0,36,1,5,AR-MS,AR,MS,1,50,51,0,WEST,0,Arkansas vs Mississippi State,1,character(0),0,11/1/14,Arkansas @ MSU,Arkansas-Mississippi State11-01-2014,Arkansas,Mississippi State,AR,MS,1.4,2294850.0,ESPN2
536,11-01-2014OM-AU,AU@OM11-01-2014,314,OM-AU,Ken Williamson,Wally Hough,Mickey Bryson,Lane Thomas,Grantis Bell,Grant Jackson,Rob Skelton,character(0),Johnny Hibbett,OM,Mississippi (Ole Miss),AU,Auburn,2014-11-01,"Oxford, Miss.",Vaught-Hemingway,6:05p.m.,9:43p.m.,3:35,62090,50,NW 9 mph,Clear,0,Y,0,Y,31,2-Jul,4,6,48,2,2,30,151,188,37,2,59,28,40,0,341,2,50,4,24,35,1-Jul,3,13,145,0,0,46,253,260,7,3,20,15,22,1,254,2,57,0,0,AU-OM,AU,OM,4,3,7,0,WEST,0,Auburn vs Mississippi (Ole Miss),4,3,0,11/1/14,Auburn @ Ole Miss,Auburn-Mississippi (Ole Miss)11-01-2014,Auburn,Mississippi (Ole Miss),AU,OM,3.4,5797407.0,ESPN
539,11-01-2014ODU1101,ODU@VANDY11-01-2014,317,ODU1101,Ken Antee,Johnnie Forte,Thomas Eaton,Stephen Fleming,Trawick Boger,D. Gautreaux,Tony Meyer,character(0),Chuck Russ,VANDY,Vanderbilt,ODU,Old Dominion,2014-11-01,"Nashville, Tenn.",Vanderbilt Stadium,6:02 PM,9:18,3:16,28966,47,NNW 10,FAIR,0,character(0),0,Y,42,6-Mar,character(0),4,38,2,2,56,243,272,29,1,27,20,29,0,281,5,50,1,11,28,6-Mar,character(0),4,48,1,0,12,45,48,3,1,18,21,36,1,291,2,42,0,0,ODU-VANDY,ODU,VANDY,50,50,100,0,0,0,Old Dominion vs Vanderbilt,character(0),character(0),0,11/1/14,Old Doninion @ Vandy,Old Dominion-Vanderbilt11-01-2014,Old Dominion,Vanderbilt,ODU,VANDY,0.0,63186.0,ESPNU
542,10-25-2014UT1025,UA@TENN10-25-2014,307,UT1025,Matt Moore,Tom Quick,Michael Shirey,Gary Jayroe,Dax Hill,Phil Davenport,Chris Conley,character(0),Walt Hill,TENN,Tennessee,UA,Alabama,2014-10-25,"Knoxville, Tenn.",Neyland Stadium,7:37 PM,11:01 PM,3:24,102455,63,SW 4 mph,Cloudy,0,Y,0,Y,20,5-Mar,character(0),4,33,2,1,43,181,215,34,0,44,21,36,1,202,2,28,2,17,34,1-Jul,4,6,50,3,2,41,183,215,32,3,28,14,24,0,286,2,80,1,6,TENN-UA,TENN,UA,50,4,54,0,0,INTER,Tennessee vs Alabama,character(0),4,0,10/25/14,Alabama @ Tenn,Alabama-Tennessee10-25-2014,Alabama,Tennessee,UA,TENN,1.5,2589285.0,ESPN2
543,10-25-2014UK102514,MS@UK10-25-2014,308,UK102514,Hubert Owens,Russ Pulley,Chuck Rice,Chad Green,John Wright,Greg Thomas,Chad Hill,character(0),Dion Quinn,UK,Kentucky,MS,Mississippi State,2014-10-25,"Lexington, Ky",Commonwealth Stadium,3:40,7:17,3:37,64791,72,12 WSW,Fair,0,Y,0,character(0),31,3-May,character(0),3,25,4,1,32,103,150,47,2,48,25,44,0,401,2,67,6,37,45,Jul-00,1,2,20,4,0,51,326,349,23,4,73,18,33,1,216,1,36,3,13,MS-UK,MS,UK,50,1,51,0,0,INTER,Mississippi State vs Kentucky,character(0),1,0,10/25/14,Miss State @ Kentucky,Mississippi State-Kentucky10-25-2014,Mississippi State,Kentucky,MS,UK,3.1,4995000.0,CBS
544,10-25-2014LS09,OM@LSU10-25-2014,309,LS09,David Smith,Jeff Roberson,Paul Petrisko,W.Randall Kizer,Roy A. Potts,Andy Britton,Richard Rooker,character(0),character(0),LSU,LSU,OM,Mississippi (Ole Miss),2014-10-25,"Baton Rouge, La.",Tiger Stadium,6:21 PM,9:51 PM,3:30,102321,75,NW 2-4,Clear,0,Y,0,Y,10,2-Jul,24,5,45,3,2,55,264,271,7,0,25,8,16,2,142,1,40,0,0,7,1-Jul,3,8,52,1,0,34,137,151,14,0,30,14,34,1,176,1,43,2,7,LSU-OM,LSU,OM,24,3,27,0,WEST,0,LSU vs Mississippi (Ole Miss),24,3,0,10/25/14,Ole Miss @ LSU,Mississippi (Ole Miss)-LSU10-25-2014,Mississippi (Ole Miss),LSU,OM,LSU,3.0,4951944.0,ESPN
551,10-18-2014UF-MU,MIZZU@UF10-18-2014,304,UF-MU,Matt Loeffler,Brent Sowell,Paul Petrisko,GA Gus Morris,Tony Josselyn,Bobby Ables,Jesse Dupuy,character(0),character(0),UF,Florida,MIZZU,Missouri,2014-10-18,"Gainesville, Fla.",Ben Hill Griffin,7:11,10:26,3:15,89117,79,calm,52% humidity,0,Y,0,Y,13,3-Mar,character(0),3,39,4,3,48,135,178,43,1,13,15,31,3,148,1,34,6,34,42,2-May,character(0),11,74,0,0,31,99,125,26,1,19,6,18,1,20,0,8,1,7,MIZZU-UF,MIZZU,UF,50,50,100,EAST,0,0,Missouri vs Florida,character(0),character(0),0,10/18/14,Missouri @ Florida,Missouri-Florida10-18-2014,Missouri,Florida,MIZZU,UF,0.7,1161848.0,ESPN2
552,10-18-201407UA-TAM,TAMU@UA10-18-2014,305,07UA-TAM,Matt Austin,Rodney Lawary,Chuck Rice,Tim Sistrunk,Jimmy Russell,Blake Parks,Bobby Moreau,character(0),Marc Curles,UA,Alabama,TAMU,Texas A&M,2014-10-18,"Tuscaloosa, Ala.",Bryant-Denny Stadium,2:40 PM,5:53 PM,3:13,101821,75,N 13mph,"Clear, Sunny",0,Y,0,character(0),59,1-Jun,7,0,0,0,0,45,298,305,7,4,43,21,35,0,304,4,45,1,4,0,3-May,21,2,6,1,0,24,31,60,29,0,9,19,31,1,141,0,26,6,27,TAMU-UA,TAMU,UA,7,21,28,0,WEST,0,Texas A&M vs Alabama,7,21,0,10/18/14,Texas A&M @ Alabama,Texas A&M-Alabama10-18-2014,Texas A&M,Alabama,TAMU,UA,2.8,4204000.0,CBS
553,10-18-2014OM-TENN,TENN@OM10-18-2014,306,OM-TENN,Ken Williamson,Wally Hough,Mickey Bryson,Lane Thomas,Grantis Bell,Grant Jackson,Rob Skelton,character(0),Greg Thomas,OM,Mississippi (Ole Miss),TENN,Tennessee,2014-10-18,"Oxford, Miss.",Vaught-Hemingway,6:11 PM,9:34 PM,3:23,62081,63,6mph N,Partly cloudy,0,Y,0,Y,34,Jul-00,3,2,49,0,0,47,180,216,36,2,40,14,31,0,203,2,39,5,24,3,4-Mar,character(0),3,23,3,1,28,0,61,61,0,17,19,34,3,191,0,24,7,41,OM-TENN,OM,TENN,3,50,53,0,0,INTER,Mississippi (Ole Miss) vs Tennessee,3,character(0),0,10/18/14,Tenn @ Ole Miss,Tennessee-Mississippi (Ole Miss)10-18-2014,Tennessee,Mississippi (Ole Miss),TENN,OM,1.6,2698773.0,ESPN
554,10-11-2014AR101114,UA@AR10-11-2014,293,AR101114,Penn Wagers,Johnny Hibbett,Will McDonald,GA Gus Morris,Michael Watson,Jeff Batts,Chris Jamison,character(0),Jason Mcarthur,AR,Arkansas,UA,Alabama,2014-10-11,"Fayetteville, Ark.",DWRRS,5:00 PM,8:34 PM,3:34,72337,53,ENE 3mph,overcast,0,Y,0,character(0),13,3-Mar,character(0),4,28,3,2,39,89,131,42,1,21,21,40,1,246,1,54,4,19,14,1-May,7,4,30,4,2,32,66,99,33,0,12,11,21,0,161,2,47,2,18,AR-UA,AR,UA,50,7,57,0,WEST,0,Arkansas vs Alabama,character(0),7,0,10/11/14,Alabama @ Arkansas,Alabama-Arkansas10-11-2014,Alabama,Arkansas,UA,AR,2.2,3649881.0,ESPN
555,10-11-2014MS1011,AU@MS10-11-2014,294,MS1011,Tom Ritter,Stan Weihe,Tim Beard,Johnny Crawford,Dax Hill,James Carter,Chuck Russ,character(0),Chris Snead,MS,Mississippi State,AU,Auburn,2014-10-11,"Starkville, Miss.",Davis Wade Stadium,2:45 PM,6:40 PM,3:55,62945,83,SW 5 MPH,Partly Cloudy,0,Y,0,character(0),38,Jun-00,3,7,50,5,1,44,223,238,15,4,37,18,35,3,246,1,34,1,5,23,1-May,2,6,56,2,2,43,232,243,11,0,28,17,35,2,209,2,32,3,7,AU-MS,AU,MS,3,2,5,0,WEST,0,Auburn vs Mississippi State,3,2,0,10/11/14,Auburn @ Miss State,Auburn-Mississippi State10-11-2014,Auburn,Mississippi State,AU,MS,3.8,5996000.0,CBS
557,10-11-2014MUUG1011,UGA@MIZZU10-11-2014,296,MUUG1011,Hubert Owens,Russ Pulley,Chuck Rice,Tim Sistrunk,Stan Murray,Greg Thomas,Chad Hill,character(0),Tony Backert,MIZZU,Missouri,UGA,Georgia,2014-10-11,"Columbia, Mo.",Faurot Field,11:07 AM,2:07 PM,3:00,71168,55,ENE 9,Mostly Cloudy,0,Y,0,character(0),0,2-Apr,23,4,30,1,1,22,50,77,27,0,13,9,21,4,97,0,24,3,25,34,1-May,13,4,30,2,0,58,210,244,34,3,18,23,29,0,169,1,14,2,19,MIZZU-UGA,MIZZU,UGA,23,13,36,EAST,0,0,Missouri vs Georgia,23,13,0,10/11/14,Georgia @ Missouri,Georgia-Missouri10-11-2014,Georgia,Missouri,UGA,MIZZU,2.0,2991000.0,CBS
559,10-11-2014TA_07,OM@TAMU10-11-2014,298,TA_07,Matt Moore,Rick Lowe,David Oliver,Gary Jayroe,John Wright,Phillip Davenpo,Chris Conley,character(0),Jay Vines,TAMU,Texas A&M,OM,Mississippi (Ole Miss),2014-10-11,"College Station, TX",Kyle Field,8:15 PM,11:24 PM,3:09,110633,64,North 10,,0,Y,0,Y,20,2-May,14,6,52,2,1,35,54,91,37,1,11,42,53,2,401,2,33,2,26,35,Jun-00,3,2,20,1,0,35,160,178,18,2,16,13,19,0,178,1,33,2,18,OM-TAMU,OM,TAMU,14,3,17,0,WEST,0,Mississippi (Ole Miss) vs Texas A&M,14,3,0,10/11/14,Ole Miss @ Texas A&M,Mississippi (Ole Miss)-Texas A&M10-11-2014,Mississippi (Ole Miss),Texas A&M,OM,TAMU,2.5,4089291.0,ESPN
562,10-04-2014OM-UA,UA@OM10-04-2014,287,OM-UA,Matt Loeffler,Wally Hough,Chuck Rice,Chad Green,Tony Josselyn,Bobby Ables,Jesse Dupuy,character(0),Wes Booker,OM,Mississippi (Ole Miss),UA,Alabama,2014-10-04,"Oxford, Miss.",Vaught-Hemingway,2:39 PM,6:10,3:29,61826,63,14mph NW,Sunny and beautiful,0,Y,0,character(0),23,May-00,11,3,25,1,1,32,72,95,23,0,15,18,31,0,251,3,50,2,5,17,1-Apr,1,8,52,1,1,44,168,194,26,1,22,19,31,1,228,0,53,1,4,OM-UA,OM,UA,11,1,12,0,WEST,0,Mississippi (Ole Miss) vs Alabama,11,1,0,10/4/14,Alabama @ Ole Miss,Alabama-Mississippi (Ole Miss)10-04-2014,Alabama,Mississippi (Ole Miss),UA,OM,3.7,5923000.0,CBS
564,10-04-2014AU05,LSU@AU10-04-2014,289,AU05,Matt Moore,Tom Quick,David Oliver,Gary Jayroe,John Wright,P. Davenport,Chris Conley,character(0),character(0),AU,Auburn,LSU,LSU,2014-10-04,"Auburn, AL",Jordan-Hare,6:01 PM,9:19 PM,3:18,87451,59,NW 9 mph,Sunny,0,Y,0,Y,41,May-00,5,7,80,1,1,49,298,304,6,3,34,17,25,0,268,2,56,1,5,7,2-Apr,15,5,31,2,0,36,138,159,21,1,32,8,24,0,142,0,52,1,5,AU-LSU,AU,LSU,5,15,20,0,WEST,0,Auburn vs LSU,5,15,0,10/4/14,LSU @ Auburn,LSU-Auburn10-04-2014,LSU,Auburn,LSU,AU,2.1,3743541.0,ESPN
566,10-04-2014MS1004,TAMU@MS10-04-2014,291,MS1004,Ken Williamson,Russ Pulley,Mickey Bryson,Lane Thomas,Grantis Bell,Grant Jackson,Rob Skelton,character(0),Chalres Lewis,MS,Mississippi State,TAMU,Texas A&M,2014-10-04,"Starkville, Miss.",Davis Wade Stadium,11:01 AM,2:34 PM,3:30,61133,59,NW 9 MPH,Sunny,0,Y,0,character(0),48,May-00,12,3,20,2,2,51,289,312,23,5,51,20,26,0,270,2,51,3,20,31,1-May,6,5,38,1,0,31,161,199,38,0,48,37,62,3,365,4,29,4,33,MS-TAMU,MS,TAMU,12,6,18,0,WEST,0,Mississippi State vs Texas A&M,12,6,0,10/4/14,Texas A&M @ MSU,Texas A&M-Mississippi State10-04-2014,Texas A&M,Mississippi State,TAMU,MS,2.6,4101207.0,ESPN
568,09-27-2014TA_05,AR@TAMU09-27-2014,280,TA_05,Tom Ritter,Stan Weihe,Tom Beard,Johnny Crawford,Roy A. Potts,James Carter,Chuck Russ,character(0),character(0),TAMU,Texas A&M,AR,Arkansas,2014-09-27,"Arlington, Texas",AT&T Stadium,2:40 PM,6:24 PM,3:44,68113,0,,,0,Y,1,character(0),35,May-00,character(0),9,70,0,0,27,137,147,10,1,24,21,41,1,386,4,86,0,0,28,2-Mar,character(0),8,76,3,1,47,285,304,19,3,51,15,27,0,199,1,44,0,0,AR-TAMU,AR,TAMU,50,50,100,0,WEST,0,Arkansas vs Texas A&M,6,,0,9/27/14,Arkansas @ TX A&M,Arkansas-Texas A&M09-27-2014,Arkansas,Texas A&M,AR,TAMU,2.7,4375000.0,CBS
571,09-27-2014SC5_MU,MIZZU@SCAR09-27-2014,283,SC5_MU,Ken Williamson,Wally Hough,Mickey Bryson,Lane Thomas,Grantis Bell,Grant Jackson,Rob Skelton,character(0),Dax Hill,SCAR,South Carolina,MIZZU,Missouri,2014-09-27,"Columbia, S.C.",Williams-Brice Stad.,7:01 PM,10:49 PM,3:48,83493,74,NE 5 mph,Partly Cloudy,0,Y,0,Y,20,2-Mar,character(0),8,71,0,0,42,119,166,47,1,17,21,37,0,219,1,47,4,37,21,1-Apr,character(0),8,74,0,0,36,148,187,39,3,25,12,34,0,132,0,41,2,26,MIZZU-SCAR,MIZZU,SCAR,50,50,100,EAST,0,0,Missouri vs South Carolina,character(0),character(0),0,9/27/14,Missouri @ S. Carolina,Missouri-South Carolina09-27-2014,Missouri,South Carolina,MIZZU,SCAR,1.9,3383591.0,ESPN
573,09-27-2014UGA1404,TENN@UGA09-27-2014,285,UGA1404,Matt Austin,Rodney Lawary,Michael Taylor,Tim Sistrunk,Jimmy Russell,Blake Parks,Bobby Moreau,character(0),Jeff Roberson,UGA,Georgia,TENN,Tennessee,2014-09-27,"Athens, Ga.",Sanford Stadium,12:01 PM,3:36 PM,3:35,92746,71,E 13 mph,Overcast,0,Y,0,character(0),35,1-Mar,character(0),7,57,2,0,53,289,314,25,3,51,16,25,2,147,1,20,3,11,32,2-Feb,character(0),7,49,2,2,34,117,161,44,1,20,27,44,0,284,3,31,3,31,TENN-UGA,TENN,UGA,50,50,100,EAST,0,0,Tennessee vs Georgia,12,,0,9/27/14,Tenn @ Georgia,Tennessee-Georgia09-27-2014,Tennessee,Georgia,TENN,UGA,3.1,4721001.0,ESPN
575,09-20-2014O4UA-UF,UF@UA09-20-2014,273,O4UA-UF,Tom Ritter,Stan Weihe,Tim Beard,Johnny Crawford,Stan Murray,Jabir Walker,Chuck Ross,character(0),Lane Thomas,UA,Alabama,UF,Florida,2014-09-20,"Tuscaloosa, Ala.",Bryant-Denny Stadium,2:40 PM,6:19 PM,3:39,101821,85,E@6mph,"Clear, Sunny",0,Y,0,character(0),42,Apr-00,3,11,80,3,3,52,196,251,55,1,25,24,35,1,449,5,87,1,8,21,1-Feb,character(0),5,36,1,1,27,107,119,12,1,18,9,28,2,93,1,28,0,0,UA-UF,UA,UF,3,50,53,0,0,INTER,Alabama vs Florida,3,character(0),0,9/20/14,Florida @ Alabama,Florida-Alabama09-20-2014,Florida,Alabama,UF,UA,5.1,7949000.0,CBS
577,09-20-2014LS04,MS@LSU09-20-2014,275,LS04,Hubert Owens,Russ Pulley,Chuck Rice,Chad Green,Dax Hill,Greg Thomas,Chad Hill,character(0),Steve Marlow,LSU,LSU,MS,Mississippi State,2014-09-20,"Baton Rouge, La.",Tiger Stadium,6:12 PM,9:49 PM,3:37,102321,85,East 4-7,Sunny and Clear,0,Y,0,Y,29,1-Mar,8,3,28,2,0,36,89,125,36,1,20,20,36,1,341,2,49,3,23,34,Apr-00,character(0),6,41,3,2,49,302,341,39,2,66,15,24,0,268,2,74,2,12,LSU-MS,LSU,MS,8,50,58,0,WEST,0,LSU vs Mississippi State,8,character(0),0,9/20/14,Miss St @ LSU,Mississippi State-LSU09-20-2014,Mississippi State,LSU,MS,LSU,2.1,3471675.0,ESPN
578,09-20-2014AR092014,NIU@AR09-20-2014,276,AR092014,Matt Austin,Rodney Lawary,Michael Taylor,Tim Sistrunk,Jimmy Russell,Blake Parks,Bobby Moreau,character(0),Chris Jamison,AR,Arkansas,NIU,Northern Illinois,2014-09-20,"Fayetteville, Ark.",DWRRS,6:07 PM,9:12 PM,3:05,67204,80,SW 6 mph,scattered clouds,0,character(0),0,Y,52,1-Mar,character(0),4,30,1,0,45,212,227,15,3,27,16,23,0,215,2,44,0,0,14,1-Mar,character(0),9,67,2,1,32,123,144,21,0,25,19,31,0,180,2,45,1,11,AR-NIU,AR,NIU,50,50,100,0,0,0,Arkansas vs NIU - Northern Illinois,character(0),character(0),0,9/20/14,N. Illinois @ Arkansas,Northern Illinois-Arkansas09-20-2014,Northern Illinois,Arkansas,NIU,AR,0.3,509945.0,ESPNU
580,09-20-2014FTAMSMU,TAMU@SMU09-20-2014,278,FTAMSMU,Matt Loeffler,Brent Sowell,Michael Shirey,Gus Morris III,Bobby Ables,Jesse Dupuy,Tony Josselyn,character(0),Grant Jackson,SMU,Southern Methodist,TAMU,Texas A&M,2014-09-20,"Dallas, Texas",Ford Stadium,2:36 PM,5:50,3:04,34820,88,SE 9mph,cloudy,0,character(0),0,character(0),6,0-3,character(0),7,75,1,0,42,102,143,41,0,18,14,29,0,139,0,53,8,28,58,Apr-00,6,6,53,0,0,31,268,272,4,4,58,24,37,1,395,3,70,0,0,SMU-TAMU,SMU,TAMU,50,6,56,0,0,0,Southern Methodist (SMU) vs Texas A&M,character(0),6,0,9/20/14,Texas A&M @ SMU,Texas A&M-Southern  Methodist09-20-2014,Texas A&M,Southern  Methodist,TAMU,SMU,1.8,2841428.0,ESPN2
582,"09-18-2014c(""1329276"", ""SEPT18"")",AU@KSU09-18-2014,272,"c(""1329276"", ""SEPT18"")",Rick Loumiet,Rick Podraza,Keith Garmond,Bill Scott,Donnie Aultman,Jason Ledet,Jim Murphy,character(0),Steve Baron,KSU,Kansas State,AU,Auburn,2014-09-18,"Manhattan, Kan.",Snyder Stadium,6:32 PM,9:52,3:20,53046,76,E 4,Light Haze,0,character(0),0,Y,14,1-Feb,20,0,0,2,1,30,40,71,31,2,13,24,40,2,245,0,23,3,14,20,Mar-00,5,6,46,1,0,45,128,143,15,0,17,17,31,1,231,2,40,0,0,AU-KSU,AU,KSU,20,5,25,0,0,0,Auburn vs Kansas State,20,5,0,9/18/14,Auburn @ Kansas State,Auburn-Kansas State09-18-2014,Auburn,Kansas State,AU,KSU,2.3,3845783.0,ESPN
583,09-13-2014TTU03,AR@TTU09-13-2014,261,TTU03,Ken Williamson,Wally Hough,Mickey Bryson,Lane Thomas,John Wright,Jeff Batts,Rob Skelton,character(0),K.Huffhines,TTU,Texas Tech,AR,Arkansas,2014-09-13,"Lubbock, Texas",Jones AT&T Stadium,2:36 PM,5:45 PM,3:09,60277,54,SE 6,Cloudy,0,character(0),0,character(0),28,1-Feb,character(0),5,60,1,1,22,101,108,7,1,18,27,45,2,252,3,39,0,0,49,1-Feb,character(0),2,15,2,2,68,438,461,23,7,84,6,12,0,61,0,16,0,0,AR-TTU,AR,TTU,50,50,100,0,0,0,Arkansas vs Texas Tech,character(0),character(0),0,9/13/14,Arkansas @ Texas Tech,Arkansas-Texas Tech09-13-2014,Arkansas,Texas Tech,AR,TTU,2.1,3279208.0,ESPN
584,09-13-2014SC3_UGA,UGA@SCAR09-13-2014,262,SC3_UGA,Hubert Owens,Russ Pulley,Chuck Rice,Chad Green,Stan Murray,Greg Thomas,Chad Hill,character(0),Chris Conway,SCAR,South Carolina,UGA,Georgia,2014-09-13,"Columbia, S.C.",Williams-Brice Stad.,5:05 PM,8:42,3:37,84232,84,W 4 mph,Mostly Cloudy,0,Y,0,character(0),38,1-Feb,character(0),7,69,1,1,42,176,204,28,2,24,21,30,1,271,3,25,1,13,35,1-Jan,character(0),7,44,2,0,38,217,233,16,2,40,16,22,0,191,2,36,2,13,SCAR-UGA,SCAR,UGA,50,50,100,EAST,0,0,South Carolina vs Georgia,24,6,0,9/13/14,Georgia @ S. Carolia,Georgia-South Carolina09-13-2014,Georgia,South Carolina,UGA,SCAR,4.1,6770000.0,CBS
587,09-13-2014USA14-2,MS@USAL09-13-2014,265,USA14-2,Matt Loeffler,Brent Sowell,Michael Shirley,GA Morris III,Tony Josselyn,Bobby Ables,Jesse Dupuy,character(0),James Carter,USAL,South Alabama,MS,Mississippi State,2014-09-13,"Mobile, Ala.",Ladd-Peebles,3:00 PM,6:13 PM,3:13,38129,86,NNE 7mph,partly cloudy,0,character(0),0,character(0),3,1-Jan,character(0),3,12,2,2,27,57,94,37,0,20,28,55,2,288,0,42,6,31,35,Mar-00,character(0),8,70,2,2,45,288,303,15,3,40,16,24,0,226,2,39,1,9,MS-USAL,MS,USAL,50,50,100,0,0,0,Mississippi State vs South Alabama,character(0),character(0),0,9/13/14,MSU @ USA,Mississippi State-South Alabama09-13-2014,Mississippi State,South Alabama,MS,USAL,0.1,185146.0,ESPN
591,09-13-2014LS03,ULM@LSU09-13-2014,269,LS03,David Smith,Jeff Roberson,Paul Petrisko,W Randall Kize,Roy A Potts,Andy Britton,Chris Jamison,character(0),Al Matthews,LSU,LSU,ULM,Louisiana at Monroe,2014-09-13,"Baton Rouge, La.",Tiger Stadium,6:02 PM,9:03 PM,3:01,101194,80,NNE 5-7,Overcast,0,character(0),0,Y,31,Mar-00,10,6,54,0,0,52,219,240,21,4,24,12,20,1,153,0,32,2,12,0,1-Feb,character(0),5,45,1,1,18,16,28,12,0,6,16,30,0,77,0,12,1,5,LSU-ULM,LSU,ULM,10,50,60,0,0,0,LSU vs Louisiana-Monroe,10,character(0),0,9/13/14,LSUM @ LSU,Louisiana-Monroe-LSU09-13-2014,Louisiana-Monroe,LSU,ULM,LSU,0.4,709457.0,ESPNU
